id;id_arbol;d1;especie;forma_cub;tipo;h;estadillo;parcela;filename;estrato;fecha;Edad/EC;especie_cod_ifn;especie_nombre_ifn;dn_cm;h_m;radio_parcela
1;0;219;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;21.9;0;14.1
1;1;189;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;18.9;0;14.1
1;2;194;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;19.4;0;14.1
1;3;223;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;22.3;0;14.1
1;4;164;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;16.4;0;14.1
1;5;139;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;13.9;0;14.1
1;6;178;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;17.8;0;14.1
1;7;249;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;24.9;0;14.1
1;8;187;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;18.7;0;14.1
1;9;272;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;27.2;0;14.1
1;10;110;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;11;0;14.1
1;11;127;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;12.7;0;14.1
1;12;132;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;13.2;0;14.1
1;13;127;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;12.7;0;14.1
1;14;110;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;11;0;14.1
1;15;88;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;8.8;0;14.1
1;16;99;P. pinaste;3;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;9.9;0;14.1
1;17;172;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;17.2;0;14.1
1;18;117;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;11.7;0;14.1
1;19;176;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;17.6;0;14.1
1;20;189;P. pinaste;5;Normal;0;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;18.9;0;14.1
1;21;194;P. pinaste;5;Modelo 1;67;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;19.4;6.7;14.1
2;22;139;P. pinaste;5;Modelo 2;72;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;0;26;Pinus pinaster;13.9;7.2;14.1
2;23;217;P. pinaste;5;Dominante;68;1;1096;JMX_0605.xlsx;P. pinaste;08/03/2021;21;26;Pinus pinaster;21.7;6.8;14.1
2;24;124;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.4;0;14.1
2;25;81;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.1;0;14.1
2;26;145;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.5;0;14.1
2;27;93;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.3;0;14.1
2;28;102;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
2;29;145;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.5;0;14.1
2;30;135;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.5;0;14.1
2;31;78;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.8;0;14.1
2;32;136;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.6;0;14.1
2;33;102;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
2;34;100;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
2;35;153;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;15.3;0;14.1
2;36;96;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.6;0;14.1
3;37;90;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
3;38;90;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
3;39;142;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.2;0;14.1
3;40;85;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.5;0;14.1
3;41;117;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.7;0;14.1
3;42;82;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.2;0;14.1
3;43;99;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.9;0;14.1
3;44;124;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.4;0;14.1
3;45;106;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.6;0;14.1
3;46;118;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.8;0;14.1
3;47;124;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.4;0;14.1
3;48;95;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.5;0;14.1
3;49;89;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.9;0;14.1
3;50;97;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.7;0;14.1
3;51;124;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.4;0;14.1
3;52;100;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
3;53;124;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.4;0;14.1
3;54;100;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
3;55;93;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.3;0;14.1
3;56;109;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.9;0;14.1
3;57;82;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.2;0;14.1
3;58;103;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.3;0;14.1
3;59;81;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.1;0;14.1
3;60;82;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.2;0;14.1
4;61;128;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.8;0;14.1
4;62;118;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.8;0;14.1
4;63;110;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11;0;14.1
4;64;100;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
4;65;134;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.4;0;14.1
4;66;113;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.3;0;14.1
4;67;75;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.5;0;14.1
4;68;90;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
4;69;102;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
4;70;81;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.1;0;14.1
4;71;65;P. pinaste;5;Normal;0;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;6.5;0;14.1
4;72;190;P. pinaste;5;Dominante;58;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;26;26;Pinus pinaster;19;5.8;14.1
4;73;121;P. pinaste;5;Modelo 1;42;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.1;4.2;14.1
4;74;110;P. pinaste;5;Modelo 2;40;3;101;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11;4;14.1
4;75;99;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.9;0;14.1
5;76;90;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
5;77;78;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.8;0;14.1
5;78;85;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.5;0;14.1
5;79;132;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.2;0;14.1
5;80;85;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.5;0;14.1
5;81;175;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;17.5;0;14.1
5;82;125;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.5;0;14.1
5;83;118;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.8;0;14.1
5;84;114;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.4;0;14.1
5;85;89;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.9;0;14.1
5;86;142;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.2;0;14.1
5;87;124;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.4;0;14.1
5;88;138;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.8;0;14.1
5;89;97;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.7;0;14.1
5;90;100;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
5;91;96;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.6;0;14.1
5;92;90;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
6;93;78;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.8;0;14.1
6;94;110;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11;0;14.1
6;95;79;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.9;0;14.1
6;96;102;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
6;97;110;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11;0;14.1
6;98;147;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.7;0;14.1
6;99;96;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.6;0;14.1
6;100;99;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.9;0;14.1
6;101;100;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
6;102;83;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.3;0;14.1
6;103;114;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.4;0;14.1
6;104;79;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.9;0;14.1
6;105;97;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.7;0;14.1
7;106;90;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
7;107;123;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.3;0;14.1
7;108;109;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.9;0;14.1
7;109;97;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.7;0;14.1
7;110;92;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.2;0;14.1
7;111;95;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.5;0;14.1
7;112;121;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.1;0;14.1
7;113;97;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.7;0;14.1
7;114;102;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
7;115;113;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.3;0;14.1
7;116;107;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.7;0;14.1
7;117;131;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.1;0;14.1
7;118;183;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;18.3;0;14.1
7;119;109;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.9;0;14.1
7;120;116;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.6;0;14.1
7;121;82;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.2;0;14.1
7;122;97;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.7;0;14.1
7;123;131;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.1;0;14.1
7;124;82;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.2;0;14.1
7;125;145;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.5;0;14.1
7;126;93;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.3;0;14.1
8;127;103;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.3;0;14.1
8;128;159;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;15.9;0;14.1
8;129;121;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.1;0;14.1
8;130;76;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.6;0;14.1
8;131;100;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10;0;14.1
8;132;102;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
8;133;131;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.1;0;14.1
8;134;90;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9;0;14.1
8;135;92;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.2;0;14.1
8;136;171;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;17.1;0;14.1
8;137;109;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.9;0;14.1
8;138;83;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.3;0;14.1
8;139;157;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;15.7;0;14.1
8;140;116;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.6;0;14.1
8;141;168;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;16.8;0;14.1
8;142;125;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.5;0;14.1
8;143;135;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.5;0;14.1
8;144;146;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.6;0;14.1
8;145;131;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.1;0;14.1
8;146;142;P. pinaste;5;Normal;0;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.2;0;14.1
8;147;110;P. pinaste;5;Modelo 1;41;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11;4.1;14.1
8;148;109;P. pinaste;5;Modelo 2;40;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.9;4;14.1
8;149;176;P. pinaste;5;Dominante;52;5;102;JMX_0605.xlsx;P. pinaste;01/03/2021;21;26;Pinus pinaster;17.6;5.2;14.1
8;150;64;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;6.4;0;14.1
8;151;75;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;7.5;0;14.1
8;152;108;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.8;0;14.1
8;153;173;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;17.3;0;14.1
8;154;99;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;9.9;0;14.1
8;155;127;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.7;0;14.1
8;156;145;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.5;0;14.1
8;157;117;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.7;0;14.1
8;158;151;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;15.1;0;14.1
8;159;111;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;11.1;0;14.1
8;160;150;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;15;0;14.1
9;161;217;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;21.7;0;14.1
9;162;83;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.3;0;14.1
9;163;123;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.3;0;14.1
9;164;84;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;8.4;0;14.1
9;165;107;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.7;0;14.1
9;166;131;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.1;0;14.1
9;167;107;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.7;0;14.1
9;168;130;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13;0;14.1
9;169;102;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.2;0;14.1
9;170;134;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.4;0;14.1
9;171;193;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;19.3;0;14.1
9;172;208;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;20.8;0;14.1
9;173;139;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.9;0;14.1
10;174;128;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.8;0;14.1
10;175;126;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.6;0;14.1
10;176;127;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.7;0;14.1
10;177;157;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;15.7;0;14.1
10;178;109;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;10.9;0;14.1
10;179;127;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.7;0;14.1
10;180;215;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;21.5;0;14.1
1;181;178;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;17.8;0;14.1
1;182;168;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;16.8;0;14.1
1;183;146;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;14.6;0;14.1
1;184;138;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;13.8;0;14.1
1;185;182;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;18.2;0;14.1
1;186;128;P. pinaste;3;Normal;0;2;103;JMX_0605.xlsx;P. pinaste;01/03/2021;0;26;Pinus pinaster;12.8;0;14.1
