ESTADILLO_P;Parcela_P;Monte_P;Estrato_P;PROYECTO_P;ID_DESCARGA_P;FECHA_DESCARGA_P;RUTA_ARCHIVO_P;ID_FORCIPULA_P;ARBOL NRO_A;D_A;Especie_A;Forma_cub_A;Tipo_A;Ho/HD_A;Edad/EC_A;ID_ARBOL_A;ID_PARCELA;PROYECTO_A;ID_DESCARGA_A;ID_JOIN
2;1013;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;6;472;P. pinea;5;Modelo 1;146;0;5;2;0329;2;5
2;1013;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;7;442;P. pinea;5;Modelo 2;150;0;6;2;0329;2;6
2;1013;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;8;440;P. pinea;5;Dominante;130;56;7;2;0329;2;7
3;1014;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;9;489;P. pinea;2;Modelo 1;168;0;8;3;0329;2;8
3;1014;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;10;471;P. pinea;2;Modelo 2;161;0;9;3;0329;2;9
3;1014;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;11;492;P. pinea;2;Modelo 3;169;0;10;3;0329;2;10
3;1014;Lugar Nuev;P. pinea;0329;2;04/04/2017;MMJ_0216;1;12;507;P. pinea;2;Dominante;160;59;11;3;0329;2;11
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;13;343;P. pinaster;5;Normal;0;0;12;4;0329;2;12
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;14;310;P. pinaster;5;Normal;0;0;13;4;0329;2;13
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;15;289;P. pinaster;5;Normal;0;0;14;4;0329;2;14
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;16;227;Q. ilex;4;Normal;0;0;15;4;0329;2;15
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;17;78;Q. ilex;4;Normal;0;0;16;4;0329;2;16
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;18;354;P. pinaster;5;Normal;0;0;17;4;0329;2;17
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;19;143;Q. ilex;4;Normal;0;0;18;4;0329;2;18
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;20;275;P. pinaster;5;Modelo 1;78;0;19;4;0329;2;19
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;21;334;P. pinaster;5;Modelo 2;113;0;20;4;0329;2;20
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;22;300;P. pinaster;5;Modelo 3;91;0;21;4;0329;2;21
4;1309;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;23;451;P. pinaster;5;Dominante;113;49;22;4;0329;2;22
5;1313;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;24;303;P. pinaster;5;Modelo 1;103;0;23;5;0329;2;23
5;1313;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;25;283;P. pinaster;5;Modelo 2;101;0;24;5;0329;2;24
5;1313;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;26;389;P. pinaster;5;Modelo 3;104;0;25;5;0329;2;25
5;1313;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;27;269;P. pinaster;5;Normal;0;0;26;5;0329;2;26
5;1313;Lugar Nuev;P. pinaste;0329;2;04/04/2017;MMJ_0216;1;28;305;P. pinaster;5;Dominante;98;43;27;5;0329;2;27
1;1420;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;0;277;Q. ilex;4;Modelo 1;78;0;28;6;0329;3;28
1;1420;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;1;234;Q. ilex;4;Modelo 2;57;0;29;6;0329;3;29
1;1420;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;2;184;Q. ilex;4;Modelo 3;59;0;30;6;0329;3;30
1;1420;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;3;196;Q. ilex;4;Normal;0;0;31;6;0329;3;31
1;1420;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;4;254;Q. ilex;4;Normal;0;0;32;6;0329;3;32
2;1419;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;5;221;Q. ilex;4;Modelo 2;46;0;33;7;0329;3;33
2;1419;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;6;217;Q. ilex;4;Modelo 3;45;0;34;7;0329;3;34
2;1419;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;7;145;Q. ilex;4;Normal;0;0;35;7;0329;3;35
2;1419;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;8;254;Q. ilex;4;Normal;0;0;36;7;0329;3;36
2;1419;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;9;324;Q. ilex;4;Modelo 1;73;0;37;7;0329;3;37
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;10;235;Q. ilex;4;Normal;0;0;38;8;0329;3;38
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;11;177;Q. ilex;4;Normal;0;0;39;8;0329;3;39
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;12;284;Q. ilex;4;Normal;0;0;40;8;0329;3;40
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;13;244;Q. ilex;4;Normal;0;0;41;8;0329;3;41
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;14;267;Q. ilex;4;Normal;0;0;42;8;0329;3;42
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;15;178;Q. ilex;4;Normal;0;0;43;8;0329;3;43
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;16;181;Q. ilex;4;Normal;0;0;44;8;0329;3;44
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;17;185;Q. ilex;4;Normal;0;0;45;8;0329;3;45
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;18;137;Q. ilex;4;Normal;0;0;46;8;0329;3;46
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;19;137;Q. ilex;4;Normal;0;0;47;8;0329;3;47
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;20;224;Q. ilex;4;Normal;0;0;48;8;0329;3;48
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;21;277;Q. ilex;4;Normal;0;0;49;8;0329;3;49
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;22;302;Q. ilex;4;Normal;0;0;50;8;0329;3;50
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;23;138;Q. ilex;4;Modelo 1;60;0;51;8;0329;3;51
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;24;227;Q. ilex;4;Modelo 2;64;0;52;8;0329;3;52
3;1418;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;25;217;Q. ilex;4;Modelo 3;62;0;53;8;0329;3;53
4;1421;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;26;230;Q. ilex;4;Modelo 1;60;0;54;9;0329;3;54
4;1421;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;27;419;Q. ilex;4;Modelo 2;69;0;55;9;0329;3;55
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;28;275;Q. ilex;4;Normal;0;0;56;10;0329;3;56
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;29;212;Q. ilex;4;Normal;0;0;57;10;0329;3;57
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;30;242;Q. ilex;4;Normal;0;0;58;10;0329;3;58
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;31;320;Q. ilex;4;Normal;0;0;59;10;0329;3;59
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;32;394;Q. ilex;4;Modelo 1;73;0;60;10;0329;3;60
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;33;252;Q. ilex;4;Modelo 2;78;0;61;10;0329;3;61
5;1427;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;34;226;Q. ilex;4;Modelo 3;65;0;62;10;0329;3;62
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;35;382;Q. ilex;4;Normal;0;0;63;11;0329;3;63
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;36;221;Q. ilex;4;Normal;0;0;64;11;0329;3;64
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;37;254;Q. ilex;4;Normal;0;0;65;11;0329;3;65
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;38;294;Q. ilex;4;Normal;0;0;66;11;0329;3;66
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;39;268;Q. ilex;4;Modelo 1;80;0;67;11;0329;3;67
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;40;378;Q. ilex;4;Modelo 2;80;0;68;11;0329;3;68
6;1440;Lugar Nuev;Q. ilex;0329;3;04/04/2017;MMJ_0217;1;41;463;Q. ilex;4;Modelo 3;86;0;69;11;0329;3;69
1;2031;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;0;297;Q. ilex;4;Normal;0;0;70;12;0329;4;70
1;2031;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;1;396;Q. ilex;4;Modelo 1;94;0;71;12;0329;4;71
1;2031;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;2;329;Q. ilex;4;Modelo 2;80;0;72;12;0329;4;72
1;2031;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;3;250;Q. ilex;4;Modelo 3;69;0;73;12;0329;4;73
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;4;289;P. pinea;5;Normal;0;0;74;13;0329;4;74
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;5;458;P. pinea;5;Modelo 1;123;0;75;13;0329;4;75
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;6;343;P. pinea;5;Modelo 2;106;0;76;13;0329;4;76
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;7;420;P. pinea;5;Modelo 3;125;0;77;13;0329;4;77
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;8;378;P. pinea;5;Dominante;110;45;78;13;0329;4;78
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;9;215;Q. ilex;4;Normal;0;0;79;13;0329;4;79
2;1015;Lugar Nuev;P. pinea;0329;4;04/04/2017;MMJ_0220;1;10;204;Q. ilex;4;Normal;0;0;80;13;0329;4;80
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;11;179;Q. ilex;4;Normal;0;0;81;14;0329;4;81
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;12;324;Q. ilex;4;Normal;0;0;82;14;0329;4;82
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;13;208;Q. ilex;4;Normal;0;0;83;14;0329;4;83
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;14;311;Q. ilex;4;Normal;0;0;84;14;0329;4;84
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;15;394;Q. ilex;4;Modelo 1;89;0;85;14;0329;4;85
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;16;250;Q. ilex;4;Modelo 2;70;0;86;14;0329;4;86
3;2416;Lugar Nuev;Q. ilex;0329;4;04/04/2017;MMJ_0220;1;17;142;Q. ilex;4;Modelo 3;55;0;87;14;0329;4;87
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;0;153;Q. ilex;4;Normal;0;0;88;15;0329;5;88
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;1;164;Q. ilex;4;Normal;0;0;89;15;0329;5;89
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;2;168;Q. ilex;4;Normal;0;0;90;15;0329;5;90
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;3;208;Q. ilex;4;Normal;0;0;91;15;0329;5;91
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;4;153;Q. ilex;4;Normal;0;0;92;15;0329;5;92
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;5;466;Q. ilex;4;Normal;0;0;93;15;0329;5;93
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;6;262;Q. ilex;4;Modelo 1;63;0;94;15;0329;5;94
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;7;203;Q. ilex;4;Modelo 2;68;0;95;15;0329;5;95
1;1429;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;8;198;Q. ilex;4;Modelo 3;62;0;96;15;0329;5;96
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;9;223;Q. faginea;4;Normal;0;0;97;16;0329;5;97
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;10;273;Q. faginea;4;Normal;0;0;98;16;0329;5;98
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;11;232;Q. faginea;4;Normal;0;0;99;16;0329;5;99
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;12;182;Q. faginea;4;Normal;0;0;100;16;0329;5;100
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;13;157;Q. faginea;4;Normal;0;0;101;16;0329;5;101
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;14;203;Q. faginea;4;Normal;0;0;102;16;0329;5;102
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;15;240;Q. faginea;4;Normal;0;0;103;16;0329;5;103
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;16;90;Q. faginea;4;Normal;0;0;104;16;0329;5;104
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;17;91;Q. faginea;4;Normal;0;0;105;16;0329;5;105
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;18;127;Q. faginea;4;Normal;0;0;106;16;0329;5;106
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;19;190;Q. faginea;4;Normal;0;0;107;16;0329;5;107
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;20;159;Q. faginea;4;Normal;0;0;108;16;0329;5;108
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;21;549;Q. faginea;4;Normal;0;0;109;16;0329;5;109
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;22;423;Q. ilex;4;Modelo 1;80;0;110;16;0329;5;110
2;2411;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;23;144;Q. ilex;4;Modelo 2;49;0;111;16;0329;5;111
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;24;231;Q. ilex;4;Normal;0;0;112;17;0329;5;112
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;25;444;Q. ilex;4;Normal;0;0;113;17;0329;5;113
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;26;223;Q. ilex;4;Normal;0;0;114;17;0329;5;114
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;27;310;Q. ilex;4;Normal;0;0;115;17;0329;5;115
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;28;252;Q. ilex;4;Normal;0;0;116;17;0329;5;116
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;29;235;Q. ilex;4;Normal;0;0;117;17;0329;5;117
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;30;262;Q. ilex;4;Normal;0;0;118;17;0329;5;118
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;31;155;Q. ilex;4;Normal;0;0;119;17;0329;5;119
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;32;190;Q. ilex;4;Normal;0;0;120;17;0329;5;120
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;33;224;Q. ilex;4;Modelo 1;77;0;121;17;0329;5;121
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;34;255;Q. ilex;4;Modelo 2;65;0;122;17;0329;5;122
3;1433;Lugar Nuev;Q. ilex;0329;5;04/04/2017;MMJ_0221;1;35;192;Q. ilex;4;Modelo 3;60;0;123;17;0329;5;123
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;36;421;P. pinea;2;Normal;0;0;124;18;0329;5;124
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;37;276;P. pinea;5;Normal;0;0;125;18;0329;5;125
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;38;348;P. pinea;2;Normal;0;0;126;18;0329;5;126
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;39;298;P. pinea;5;Normal;0;0;127;18;0329;5;127
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;40;228;P. pinea;5;Normal;0;0;128;18;0329;5;128
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;41;232;P. pinea;5;Normal;0;0;129;18;0329;5;129
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;42;323;P. pinea;5;Normal;0;0;130;18;0329;5;130
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;43;336;P. pinea;5;Normal;0;0;131;18;0329;5;131
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;44;351;P. pinea;2;Normal;0;0;132;18;0329;5;132
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;45;115;Q. ilex;6;Normal;0;0;133;18;0329;5;133
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;47;355;P. pinea;5;Normal;0;0;134;18;0329;5;134
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;48;356;P. pinea;5;Normal;0;0;135;18;0329;5;135
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;49;256;P. pinea;5;Normal;0;0;136;18;0329;5;136
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;50;377;P. pinea;5;Normal;0;0;137;18;0329;5;137
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;51;247;P. pinea;5;Normal;0;0;138;18;0329;5;138
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;52;380;P. pinea;5;Normal;0;0;139;18;0329;5;139
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;53;356;P. pinea;5;Normal;0;0;140;18;0329;5;140
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;54;240;P. pinea;5;Normal;0;0;141;18;0329;5;141
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;55;397;P. pinea;5;Normal;0;0;142;18;0329;5;142
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;56;325;P. pinea;5;Normal;0;0;143;18;0329;5;143
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;57;332;P. pinea;5;Normal;0;0;144;18;0329;5;144
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;58;258;P. pinea;5;Normal;0;0;145;18;0329;5;145
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;59;399;P. pinea;5;Normal;0;0;146;18;0329;5;146
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;60;103;Q. ilex;4;Normal;0;0;147;18;0329;5;147
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;61;254;P. pinea;5;Modelo 1;134;0;148;18;0329;5;148
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;62;258;P. pinea;5;Modelo 2;141;0;149;18;0329;5;149
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;63;413;P. pinea;5;Modelo 3;157;0;150;18;0329;5;150
4;1036;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;64;358;P. pinea;5;Dominante;151;60;151;18;0329;5;151
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;65;331;P. pinea;5;Normal;0;0;152;19;0329;5;152
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;66;310;P. pinea;2;Normal;0;0;153;19;0329;5;153
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;67;403;P. pinea;5;Normal;0;0;154;19;0329;5;154
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;68;108;Q. ilex;4;Normal;0;0;155;19;0329;5;155
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;69;141;Q. ilex;4;Normal;0;0;156;19;0329;5;156
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;70;297;P. pinea;5;Normal;0;0;157;19;0329;5;157
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;71;297;P. pinea;5;Normal;0;0;158;19;0329;5;158
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;72;297;P. pinea;5;Normal;0;0;159;19;0329;5;159
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;73;288;P. pinea;5;Normal;0;0;160;19;0329;5;160
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;74;385;P. pinea;5;Normal;0;0;161;19;0329;5;161
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;75;92;Q. ilex;4;Normal;0;0;162;19;0329;5;162
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;76;64;Q. ilex;4;Normal;0;0;163;19;0329;5;163
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;77;94;Q. ilex;4;Normal;0;0;164;19;0329;5;164
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;78;305;P. pinea;5;Normal;0;0;165;19;0329;5;165
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;79;377;P. pinea;5;Normal;0;0;166;19;0329;5;166
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;80;244;P. pinea;5;Normal;0;0;167;19;0329;5;167
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;81;363;P. pinea;5;Normal;0;0;168;19;0329;5;168
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;82;396;P. pinea;5;Normal;0;0;169;19;0329;5;169
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;83;306;P. pinea;5;Normal;0;0;170;19;0329;5;170
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;85;314;P. pinea;5;Normal;0;0;171;19;0329;5;171
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;86;327;P. pinea;5;Normal;0;0;172;19;0329;5;172
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;87;342;P. pinea;5;Normal;0;0;173;19;0329;5;173
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;88;113;Q. ilex;4;Normal;0;0;174;19;0329;5;174
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;89;152;Q. ilex;4;Normal;0;0;175;19;0329;5;175
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;90;273;P. pinea;5;Normal;0;0;176;19;0329;5;176
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;91;260;P. pinea;5;Normal;0;0;177;19;0329;5;177
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;92;356;P. pinea;5;Normal;0;0;178;19;0329;5;178
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;93;226;P. pinea;5;Normal;0;0;179;19;0329;5;179
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;94;327;P. pinea;5;Modelo 1;148;0;180;19;0329;5;180
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;95;300;P. pinea;5;Modelo 2;137;0;181;19;0329;5;181
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;96;392;P. pinea;2;Modelo 3;149;0;182;19;0329;5;182
6;1038;Lugar Nuev;P. pinea;0329;5;04/04/2017;MMJ_0221;1;97;351;P. pinea;2;Dominante;148;45;183;19;0329;5;183
1;2304;Lugar Nuev;P. pinaste;0329;6;04/04/2017;MMJ_0223;1;0;224;Q. ilex;4;Normal;0;0;184;20;0329;6;184
1;2304;Lugar Nuev;P. pinaste;0329;6;04/04/2017;MMJ_0223;1;1;243;Q. ilex;4;Normal;0;0;185;20;0329;6;185
1;2304;Lugar Nuev;P. pinaste;0329;6;04/04/2017;MMJ_0223;1;2;345;P. pinaster;5;Modelo 1;96;0;186;20;0329;6;186
1;2304;Lugar Nuev;P. pinaste;0329;6;04/04/2017;MMJ_0223;1;3;235;P. pinaster;5;Modelo 2;62;0;187;20;0329;6;187
