ESTADILLO_P;Parcela_P;Monte_P;Estrato_P;PROYECTO_P;ID_DESCARGA_P;FECHA_DESCARGA_P;RUTA_ARCHIVO_P;ID_FORCIPULA_P;ARBOL NRO_A;D_A;Especie_A;Forma_cub_A;Tipo_A;Ho/HD_A;Edad/EC_A;ID_ARBOL_A;ID_PARCELA;PROYECTO_A;ID_DESCARGA_A;ID_JOIN
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;101;279;P. pinaster;5;Normal;0;0;1301;90;0329;19;1156
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;102;122;P. pinaster;5;Normal;0;0;1302;90;0329;19;1157
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;103;112;P. pinaster;5;Normal;0;0;1303;90;0329;19;1158
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;104;136;Q. ilex;4;Normal;0;0;1304;90;0329;19;1159
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;105;196;P. pinaster;5;Normal;0;0;1305;90;0329;19;1160
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;106;116;Q. ilex;4;Normal;0;0;1306;90;0329;19;1161
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;107;104;Q. ilex;4;Normal;0;0;1307;90;0329;19;1162
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;108;73;Q. ilex;4;Normal;0;0;1308;90;0329;19;1163
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;109;229;P. pinaster;5;Modelo 1;80;0;1309;90;0329;19;1164
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;110;214;P. pinaster;5;Modelo 2;78;0;1310;90;0329;19;1165
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;111;202;P. pinaster;5;Modelo 3;71;0;1311;90;0329;19;1166
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;112;255;P. pinaster;5;Dominante;85;38;1312;90;0329;19;1167
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;113;242;P. pinaster;5;Normal;0;0;1313;90;0329;19;1168
6;1327;Lugar Nuev;P. pinaste;0329;19;04/04/2017;MMJ_0322;1;114;123;P. pinaster;5;Normal;0;0;1314;90;0329;19;1169
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;115;185;Q. ilex;4;Normal;0;0;1315;91;0329;19;1170
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;116;191;Q. ilex;4;Normal;0;0;1316;91;0329;19;1171
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;117;173;Q. ilex;4;Normal;0;0;1317;91;0329;19;1172
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;118;227;Q. ilex;4;Normal;0;0;1318;91;0329;19;1173
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;119;204;Q. ilex;4;Normal;0;0;1319;91;0329;19;1174
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;120;239;Q. ilex;4;Normal;0;0;1320;91;0329;19;1175
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;121;266;Q. ilex;4;Normal;0;0;1321;91;0329;19;1176
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;122;191;Q. ilex;4;Normal;0;0;1322;91;0329;19;1177
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;123;155;Q. ilex;4;Normal;0;0;1323;91;0329;19;1178
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;124;238;Q. ilex;4;Normal;0;0;1324;91;0329;19;1179
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;125;259;Q. ilex;4;Modelo 1;66;0;1325;91;0329;19;1180
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;126;183;Q. ilex;4;Modelo 2;68;0;1326;91;0329;19;1181
7;1436;Lugar Nuev;Q. ilex;0329;19;04/04/2017;MMJ_0322;1;127;263;Q. ilex;4;Modelo 3;66;0;1327;91;0329;19;1182
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;0;247;P. pinea;5;Normal;0;0;1328;92;0329;20;1183
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;1;318;P. pinea;5;Normal;0;0;1329;92;0329;20;1184
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;2;270;P. pinea;5;Normal;0;0;1330;92;0329;20;1185
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;3;245;P. pinea;5;Normal;0;0;1331;92;0329;20;1186
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;4;234;P. pinea;5;Normal;0;0;1332;92;0329;20;1187
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;5;254;P. pinea;5;Modelo 1;74;0;1333;92;0329;20;1188
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;6;250;P. pinea;5;Modelo 2;82;0;1334;92;0329;20;1189
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;7;214;P. pinea;5;Modelo 3;62;0;1335;92;0329;20;1190
1;4043;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;8;287;P. pinea;5;Dominante;83;35;1336;92;0329;20;1191
1;5405;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;13;249;P. pinea;5;Dominante;53;30;1337;93;0329;20;1192
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;14;170;Q. ilex;4;Normal;0;0;1338;94;0329;20;1193
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;15;221;Q. ilex;4;Normal;0;0;1339;94;0329;20;1194
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;16;234;P. pinea;5;Normal;0;0;1340;94;0329;20;1195
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;17;261;P. pinea;5;Normal;0;0;1341;94;0329;20;1196
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;18;193;P. pinea;5;Normal;0;0;1342;94;0329;20;1197
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;19;200;P. pinea;5;Normal;0;0;1343;94;0329;20;1198
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;20;255;P. pinea;5;Normal;0;0;1344;94;0329;20;1199
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;21;305;P. pinea;5;Normal;0;0;1345;94;0329;20;1200
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;22;218;P. pinea;5;Modelo 3;72;0;1346;94;0329;20;1201
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;23;235;P. pinea;5;Modelo 1;73;0;1347;94;0329;20;1202
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;24;251;P. pinea;5;Modelo 2;76;0;1348;94;0329;20;1203
2;4042;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;25;246;P. pinea;5;Dominante;80;30;1349;94;0329;20;1204
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;26;265;P. pinea;5;Normal;0;0;1350;95;0329;20;1205
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;27;261;P. pinea;5;Normal;0;0;1351;95;0329;20;1206
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;28;298;P. pinea;5;Normal;0;0;1352;95;0329;20;1207
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;29;315;P. pinea;5;Normal;0;0;1353;95;0329;20;1208
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;30;277;P. pinea;5;Normal;0;0;1354;95;0329;20;1209
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;31;241;P. pinea;5;Normal;0;0;1355;95;0329;20;1210
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;32;159;Q. ilex;4;Normal;0;0;1356;95;0329;20;1211
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;33;334;P. pinea;5;Modelo 3;90;0;1357;95;0329;20;1212
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;34;295;P. pinea;5;Modelo 1;90;0;1358;95;0329;20;1213
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;35;278;P. pinea;5;Modelo 2;80;0;1359;95;0329;20;1214
3;4034;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;36;278;P. pinea;5;Dominante;81;30;1360;95;0329;20;1215
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;37;165;Q. ilex;4;Normal;0;0;1361;96;0329;20;1216
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;38;312;P. pinea;5;Normal;0;0;1362;96;0329;20;1217
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;39;129;Q. ilex;4;Normal;0;0;1363;96;0329;20;1218
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;40;265;P. pinea;5;Normal;0;0;1364;96;0329;20;1219
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;41;203;P. pinea;5;Normal;0;0;1365;96;0329;20;1220
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;42;191;P. pinea;5;Normal;0;0;1366;96;0329;20;1221
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;43;170;Q. ilex;4;Normal;0;0;1367;96;0329;20;1222
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;44;226;P. pinea;5;Modelo 1;70;0;1368;96;0329;20;1223
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;45;158;P. pinea;5;Modelo 2;57;0;1369;96;0329;20;1224
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;46;333;P. pinea;5;Modelo 3;79;0;1370;96;0329;20;1225
4;4031;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;47;218;P. pinea;5;Dominante;74;29;1371;96;0329;20;1226
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;48;223;P. pinea;5;Normal;0;0;1372;97;0329;20;1227
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;49;191;P. pinea;5;Normal;0;0;1373;97;0329;20;1228
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;50;192;P. pinea;5;Normal;0;0;1374;97;0329;20;1229
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;51;200;P. pinea;5;Normal;0;0;1375;97;0329;20;1230
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;52;202;P. pinea;5;Normal;0;0;1376;97;0329;20;1231
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;53;336;P. pinea;5;Normal;0;0;1377;97;0329;20;1232
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;54;263;P. pinea;5;Normal;0;0;1378;97;0329;20;1233
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;55;241;P. pinea;5;Modelo 1;65;0;1379;97;0329;20;1234
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;56;221;P. pinea;5;Modelo 2;63;0;1380;97;0329;20;1235
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;57;187;P. pinea;5;Modelo 3;59;0;1381;97;0329;20;1236
5;5010;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;58;219;P. pinea;5;Dominante;63;33;1382;97;0329;20;1237
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;59;267;P. pinea;5;Normal;0;0;1383;98;0329;20;1238
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;60;294;P. pinea;5;Normal;0;0;1384;98;0329;20;1239
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;61;243;P. pinea;5;Normal;0;0;1385;98;0329;20;1240
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;62;233;P. pinea;5;Normal;0;0;1386;98;0329;20;1241
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;63;266;P. pinea;5;Normal;0;0;1387;98;0329;20;1242
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;64;266;P. pinea;5;Normal;0;0;1388;98;0329;20;1243
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;65;250;P. pinea;5;Modelo 1;64;0;1389;98;0329;20;1244
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;66;262;P. pinea;5;Modelo 2;77;0;1390;98;0329;20;1245
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;67;312;P. pinea;5;Modelo 3;78;0;1391;98;0329;20;1246
6;4026;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;68;225;P. pinea;5;Dominante;65;33;1392;98;0329;20;1247
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;69;303;P. pinea;5;Normal;0;0;1393;99;0329;20;1248
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;70;266;P. pinea;5;Normal;0;0;1394;99;0329;20;1249
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;71;195;P. pinea;5;Normal;0;0;1395;99;0329;20;1250
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;72;229;P. pinea;5;Modelo 1;74;0;1396;99;0329;20;1251
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;73;247;P. pinea;5;Modelo 2;79;0;1397;99;0329;20;1252
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;74;250;P. pinea;5;Modelo 3;76;0;1398;99;0329;20;1253
7;4038;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;75;221;P. pinea;5;Dominante;69;30;1399;99;0329;20;1254
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;76;286;P. pinea;5;Normal;0;0;1400;100;0329;20;1255
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;77;204;P. pinea;5;Normal;0;0;1401;100;0329;20;1256
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;78;0;P. pinea;5;Normal;0;0;1402;100;0329;20;1257
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;79;163;P. pinea;5;Normal;0;0;1403;100;0329;20;1258
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;80;247;P. pinea;5;Normal;0;0;1404;100;0329;20;1259
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;81;210;P. pinea;5;Normal;0;0;1405;100;0329;20;1260
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;82;265;P. pinea;5;Normal;0;0;1406;100;0329;20;1261
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;83;229;P. pinea;5;Normal;0;0;1407;100;0329;20;1262
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;84;204;P. pinea;5;Normal;0;0;1408;100;0329;20;1263
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;85;176;P. pinea;5;Modelo 1;60;0;1409;100;0329;20;1264
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;86;247;P. pinea;5;Modelo 3;77;0;1410;100;0329;20;1265
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;87;211;P. pinea;5;Modelo 2;69;0;1411;100;0329;20;1266
8;4037;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;88;229;P. pinea;5;Dominante;75;32;1412;100;0329;20;1267
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;89;239;P. pinea;5;Normal;0;0;1413;101;0329;20;1268
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;90;259;P. pinea;5;Normal;0;0;1414;101;0329;20;1269
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;91;285;P. pinea;5;Normal;0;0;1415;101;0329;20;1270
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;92;206;P. pinea;5;Normal;0;0;1416;101;0329;20;1271
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;93;254;P. pinea;5;Normal;0;0;1417;101;0329;20;1272
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;94;202;P. pinea;5;Normal;0;0;1418;101;0329;20;1273
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;95;245;P. pinea;5;Normal;0;0;1419;101;0329;20;1274
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;96;231;P. pinea;5;Normal;0;0;1420;101;0329;20;1275
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;97;283;P. pinea;5;Normal;0;0;1421;101;0329;20;1276
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;98;292;P. pinea;5;Modelo 1;86;0;1422;101;0329;20;1277
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;99;290;P. pinea;5;Modelo 3;84;0;1423;101;0329;20;1278
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;100;213;P. pinea;5;Modelo 2;76;0;1424;101;0329;20;1279
9;4032;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;101;257;P. pinea;5;Dominante;82;35;1425;101;0329;20;1280
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;102;214;Q. ilex;4;Normal;0;0;1426;102;0329;20;1281
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;103;210;P. pinea;5;Normal;0;0;1427;102;0329;20;1282
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;104;158;Q. ilex;4;Normal;0;0;1428;102;0329;20;1283
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;105;156;Q. ilex;4;Normal;0;0;1429;102;0329;20;1284
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;106;292;P. pinea;5;Normal;0;0;1430;102;0329;20;1285
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;107;230;P. pinea;5;Normal;0;0;1431;102;0329;20;1286
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;108;165;Q. ilex;4;Normal;0;0;1432;102;0329;20;1287
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;109;203;Q. ilex;4;Normal;0;0;1433;102;0329;20;1288
10;5009;Selladores;P. pinea;0329;20;04/04/2017;MMJ_0328;1;110;239;P. pinea;5;Normal;0;0;1434;102;0329;20;1289
3;3605;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;17;352;Populus;1;Normal;358;0;1483;107;0329;21;1290
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;18;541;Populus;1;Normal;0;0;1484;108;0329;21;1291
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;19;400;Populus;1;Normal;0;0;1485;108;0329;21;1292
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;20;636;Populus;1;Normal;0;0;1486;108;0329;21;1293
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;21;547;Otro;6;Normal;0;0;1487;108;0329;21;1294
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;22;210;Otro;6;Normal;0;0;1488;108;0329;21;1295
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;23;383;Populus;1;Normal;282;0;1489;108;0329;21;1296
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;24;457;Populus;1;Normal;287;0;1490;108;0329;21;1297
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;25;551;Populus;1;Normal;308;0;1491;108;0329;21;1298
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;26;316;Populus;1;Normal;241;0;1492;108;0329;21;1299
4;3603;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;27;509;Populus;1;Normal;275;0;1493;108;0329;21;1300
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;28;403;Otro;6;Normal;0;0;1494;109;0329;21;1301
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;29;447;Populus;1;Normal;0;0;1495;109;0329;21;1302
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;30;414;Populus;1;Normal;287;0;1496;109;0329;21;1303
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;31;321;Populus;1;Normal;229;0;1497;109;0329;21;1304
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;32;450;Populus;1;Normal;316;0;1498;109;0329;21;1305
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;33;345;Populus;1;Normal;281;0;1499;109;0329;21;1306
5;3604;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;34;439;Populus;1;Normal;298;0;1500;109;0329;21;1307
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;35;327;Populus;1;Normal;0;0;1501;110;0329;21;1308
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;36;315;Populus;1;Normal;0;0;1502;110;0329;21;1309
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;37;326;Populus;1;Normal;0;0;1503;110;0329;21;1310
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;38;285;Populus;1;Normal;0;0;1504;110;0329;21;1311
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;39;358;Populus;1;Normal;296;0;1505;110;0329;21;1312
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;40;428;Populus;1;Normal;292;0;1506;110;0329;21;1313
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;41;424;Populus;1;Normal;281;0;1507;110;0329;21;1314
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;42;427;Populus;1;Normal;253;0;1508;110;0329;21;1315
6;3602;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;43;320;Populus;1;Normal;276;0;1509;110;0329;21;1316
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;44;362;Populus;1;Normal;0;0;1510;111;0329;21;1317
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;45;295;Populus;1;Normal;0;0;1511;111;0329;21;1318
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;46;329;Populus;1;Normal;0;0;1512;111;0329;21;1319
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;47;369;Populus;1;Normal;0;0;1513;111;0329;21;1320
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;48;370;Populus;1;Normal;0;0;1514;111;0329;21;1321
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;49;388;Populus;1;Normal;0;0;1515;111;0329;21;1322
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;50;459;Populus;1;Normal;0;0;1516;111;0329;21;1323
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;51;355;Populus;1;Normal;323;0;1517;111;0329;21;1324
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;52;405;Populus;1;Normal;289;0;1518;111;0329;21;1325
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;53;355;Populus;1;Normal;341;0;1519;111;0329;21;1326
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;54;442;Populus;1;Normal;302;0;1520;111;0329;21;1327
7;3601;Lugar Nuev;Chopera;0329;21;04/04/2017;RGM_0323;1;55;355;Populus;1;Normal;303;0;1521;111;0329;21;1328
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;6;95;Q. ilex;4;Normal;0;0;1534;115;0329;22;1329
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;7;79;Q. ilex;4;Normal;0;0;1535;115;0329;22;1330
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;8;77;Q. ilex;4;Normal;0;0;1536;115;0329;22;1331
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;9;87;Q. ilex;4;Normal;0;0;1537;115;0329;22;1332
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;10;91;Q. ilex;4;Normal;0;0;1538;115;0329;22;1333
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;11;74;Q. ilex;4;Normal;0;0;1539;115;0329;22;1334
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;12;91;Q. ilex;4;Normal;0;0;1540;115;0329;22;1335
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;13;336;P. pinea;5;Normal;0;0;1541;115;0329;22;1336
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;14;257;P. pinea;5;Normal;0;0;1542;115;0329;22;1337
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;15;196;P. pinea;5;Normal;0;0;1543;115;0329;22;1338
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;16;365;P. pinea;5;Normal;0;0;1544;115;0329;22;1339
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;17;362;P. pinea;5;Normal;0;0;1545;115;0329;22;1340
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;18;360;P. pinea;5;Normal;0;0;1546;115;0329;22;1341
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;19;286;P. pinea;5;Normal;0;0;1547;115;0329;22;1342
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;20;383;P. pinea;5;Normal;0;0;1548;115;0329;22;1343
2;2004;Lugar Nuev;P. pinea;0329;22;04/04/2017;MMJ_0314;1;21;242;P. pinea;5;Normal;0;0;1549;115;0329;22;1344
